"","Compounds","GEM_id","HMDB_id","Cell_Compartment","Synthetic_genes","Transporter_genes","Transporter_genes_in","Receptor_genes","Synonyms","Synthetic_genes_lv2","precursor_transport"
"63","Melatonin","MAM02460","HMDB0001389","c,e","ASMT","","","MTNR1A,MTNR1B,HTR2B,HTR2C,MTNR1A;MTNR1B,ABCC4,ABCC3,ESR1,RORB,GPR50,ADAM10,PPARA,ERBB2,FLT1,GJA1,APP,TSHR,HTR1A,OXTR,OCLN,HTR2A,GPC3","Melatonin,5-Methoxy-N-acetyltryptamine,Melatonine,N-[2-(5-Methoxyindol-3-yl)ethyl]acetamide,N-Acetyl-5-methoxytryptamine,Melatonina,Circadin,Melatol,Melatonin (synth.) standard-grade,Melatonin (synth.) ultra-pure,Melovine,MT6,N-(2-(5-Methoxy-1H-indol-3-yl)ethyl)acetamide,N-(2-(5-Methoxyindol-3-yl)ethyl)-acetamide,N-(2-(5-Methoxyindol-3-yl)ethyl)acetamide,N-Acetyl-5-methoxy-tryptamine,N-Acetyl-5-methoxy-tryptamine melatonine,N-[2-(5-Methoxy-1H-indol-3-yl)ethyl)acetamide,N-[2-(5-Methoxy-1H-indol-3-yl)ethyl]-acetamide,N-[2-(5-Methoxy-1H-indol-3-yl)ethyl]acetamide,N-[2-(5-Methoxyindol-3-yl)ethyl]-acetamide,Regulin,{N-[2-(5-methoxy-1H-indol-3-yl)ethyl]-} acetamide,{N-[2-(5-methoxyindol-3-yl)ethyl]-} acetamide,3-(2-Acetamidoethyl)-5-methoxyindole","",""
"64","L-Asparagine","MAM01369","HMDB0000168","c,l,m,e","ASNS,ALB,CTSA,CTSG,LGMN,CTSZ,CTSH,CTSC,CTSD,CTSL,CTSV,CTSK,CTSS,CTSB,TPP1,CTSW,CTSF,CTSE,CTSO,PTPLA,PTPLB","","SLC7A5,ABCA1,SLC7A6,SLC1A5,SLC1A4","PVR","L-Asparagine,(2S)-2-amino-3-carbamoylpropanoic acid,L-asparagine,(2S)-2,4-Diamino-4-oxobutanoic acid,(2S)-2-Amino-3-carbamoylpropanoic acid,(S)-2-Amino-3-carbamoylpropanoic acid,(S)-Asparagine,2-Aminosuccinamic acid,alpha-Aminosuccinamic acid,Asn,ASPARAGINE,Aspartamic acid,L-2-Aminosuccinamic acid,L-Asparagin,L-Aspartic acid beta-amide,N,(2S)-2,4-Diamino-4-oxobutanoate,(2S)-2-Amino-3-carbamoylpropanoate,(S)-2-Amino-3-carbamoylpropanoate,2-Aminosuccinamate,a-Aminosuccinamate,a-Aminosuccinamic acid,alpha-Aminosuccinamate,Α-aminosuccinamate,Α-aminosuccinamic acid,Aspartamate,L-2-Aminosuccinamate,L-Aspartate b-amide,L-Aspartate beta-amide,L-Aspartate β-amide,L-Aspartic acid b-amide,L-Aspartic acid β-amide,(-)-Asparagine,(S)-2,4-Diamino-4-oxobutanoate,(S)-2,4-Diamino-4-oxobutanoic acid,Agedoite,alpha Amminosuccinamate,alpha Amminosuccinamic acid,Altheine,Asparagine acid,Asparamide,Aspartic acid amide,Aspartic acid b-amide,Aspartic acid beta amide,b2,4-(S)-Diamino-4-oxo-utanoate,b2,4-(S)-Diamino-4-oxo-utanoic acid,Crystal VI,L-2,4-Diamino-4-oxobutanoate,L-2,4-Diamino-4-oxobutanoic acid,L-Aspartamine,L-b-Asparagine,L-beta-Asparagine","",""
"65","L-Aspartic acid","MAM01370","HMDB0000191","c,l,m,e","ASRGL1,ASPG,ASPA,ACY3,GOT2,ALB,CTSA,CTSG,LGMN,CTSZ,CTSH,CTSC,CTSD,CTSL,CTSV,CTSK,CTSS,CTSB,TPP1,CTSW,CTSF,CTSE,CTSO,PTPLA,PTPLB,AGA","","","GRM6,GRIN3B,GRIK2,GRIK5,GRIN2D,APLP2,GRIA2,ENPEP,GRID2,GRIA4,GRM1,APP,GRIA1,GRIN2C,GRM5,GRID1,CNTN2,GRIN2A,GRM8,GRM7,GRIN3A,GRM3,GRIN1,GRIK3,GRM4,GRM2,GRIK1,PVR,GRIK4","L-Aspartic acid,(2S)-2-aminobutanedioic acid,L-aspartic acid,(S)-2-Aminobutanedioic acid,(S)-2-Aminosuccinic acid,2-Aminosuccinic acid,Asp,ASPARTIC ACID,D,L-Asparaginsaeure,L-Asp,(S)-2-Aminobutanedioate,(S)-2-Aminosuccinate,2-Aminosuccinate,ASPARTate,L-Aspartate,(+)-Aspartate,(+)-Aspartic acid,(2S)-Aspartate,(2S)-Aspartic acid,(L)-Aspartate,(L)-Aspartic acid,(R)-2-Aminosuccinate,(S)-(+)-Aspartate,(S)-(+)-Aspartic acid,(S)-Amino-butanedioate,(S)-Amino-butanedioic acid,(S)-Aminobutanedioate,(S)-Aminobutanedioic acid,(S)-Aspartate,(S)-Aspartic acid,2-Amino-3-methylsuccinate,2-Amino-3-methylsuccinic acid,alpha-Aminosuccinate,alpha-Aminosuccinic acid,Aminosuccinate,Asparagate,Asparagic acid,Asparaginate,Asparaginic acid,Asparatate,H-Asp-OH,L-(+)-Aspartate,L-(+)-Aspartic acid,L-Aminosuccinate,L-Aminosuccinic acid,L-Asparagate,L-Asparagic acid,L-Asparaginate,L-Asparaginic acid,(+-)-Aspartic acid,(R,S)-Aspartic acid,Aspartate, disodium,Aspartate, magnesium,Aspartate, monopotassium,Aspartic acid, dipotassium salt,Aspartic acid, hydrobromide,Aspartic acid, monopotassium salt,Aspartic acid, monosodium salt,Aspartic acid, potassium salt,L Aspartate,MG5Longoral,Potassium aspartate,Polysuccinimide,Ammonium aspartate,Aspartate, ammonium,Aspartate, calcium,Aspartate, monosodium,Aspartic acid, calcium salt,Aspartic acid, disodium salt,Aspartic acid, magnesium (1:1) salt, hydrochloride, trihydrate,Dipotassium aspartate,Disodium aspartate,Hydrochloride, aspartate magnesium,Monopotassium aspartate,Sodium aspartate,Aspartate, dipotassium,Aspartic acid, magnesium (2:1) salt,Aspartic acid, sodium salt,Hydrobromide aspartic acid,Magnesium aspartate,MG 5 Longoral,Monosodium aspartate,Aspartate magnesium hydrochloride,Aspartate, potassium,Aspartate, sodium,Aspartic acid, ammonium salt,Aspartic acid, hydrochloride,Aspartic acid, magnesium-potassium (2:1:2) salt,Calcium aspartate,Hydrochloride aspartic acid,L Aspartic acid,Magnesiocard,MG-5-Longoral,Poly-DL-succinimide","",""
"66","L-Arginine","MAM01365","HMDB0000517","c,l,m,e","ASS1,ASL","","SLC7A6,SLC7A5,SLC3A2,SLC7A7","GPRC6A,ENPEP,GRM1,ERAP1,GRM5,ERAP2,PVR,CASR","L-Arginine,(2S)-2-amino-5-carbamimidamidopentanoic acid,L-arginine,(2S)-2-Amino-5-(carbamimidamido)pentanoic acid,(2S)-2-Amino-5-guanidinopentanoic acid,(S)-2-Amino-5-guanidinopentanoic acid,(S)-2-Amino-5-guanidinovaleric acid,Arg,Arginine,L-(+)-Arginine,L-Arg,L-Arginin,R,(2S)-2-Amino-5-(carbamimidamido)pentanoate,(2S)-2-Amino-5-guanidinopentanoate,(S)-2-Amino-5-guanidinopentanoate,(S)-2-Amino-5-guanidinovalerate,(S)-2-Amino-5-[(aminoiminomethyl)amino]-pentanoate,(S)-2-Amino-5-[(aminoiminomethyl)amino]-pentanoic acid,(S)-2-Amino-5-[(aminoiminomethyl)amino]pentanoate,(S)-2-Amino-5-[(aminoiminomethyl)amino]pentanoic acid,2-Amino-5-guanidinovalerate,2-Amino-5-guanidinovaleric acid,5-[(Aminoiminomethyl)amino]-L-norvaline,L-a-Amino-D-guanidinovalerate,L-a-Amino-D-guanidinovaleric acid,L-alpha-Amino-delta-guanidinovalerate,L-alpha-Amino-delta-guanidinovaleric acid,N5-(Aminoiminomethyl)-L-ornithine,DL-Arginine acetate, monohydrate,L-Isomer arginine,Monohydrate DL-arginine acetate,L Arginine,Arginine, L isomer,Arginine, L-isomer,Hydrochloride, arginine,Arginine hydrochloride,DL Arginine acetate, monohydrate","NOS1,NOS2,NOS3,DDAH1,DDAH2","SLC7A6,SLC7A5,SLC7A9"
"67","Agmatine","MAM01303","HMDB0001432","c,m,e","AZIN2","SLC22A2","","GRIN1,ASIC3,CHRNA1,NISCH,ADRA2C","Agmatine,N-(4-aminobutyl)guanidine,agmatine,(4-Aminobutyl) guanidine,(4-Aminobutyl)guanidine,N-(4-Aminobutyl)guanidine,(4-Aminobutyl)-guanidine,1-(4-Aminobutyl)guanidine,1-Amino-4-guanidinobutane,1-Amino-4-guanidobutane,4-Guanidino-1-butanamine,Agmatinium,Argmatine,N-(Aminoiminomethyl)-1,4-butanediamine,N-4-Aminobutylguanidine,1 Amino 4 guanidinobutane,4-(Aminobutyl)guanidine","",""
"68","Alpha-Lactose","MAM02332","HMDB0000186","c,g,l,e","B4GALT1,B4GALT2,LALBA","","","SELL,AVPR1A,CRHR2,CD207","Alpha-Lactose,(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-6-{[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy}oxane-3,4,5-triol,α-lactose,1-beta-D-Galactopyranosyl-4-alpha-D-glucopyranose,4-O-beta-D-Galactopyranosyl-alpha-D-glucopyranose,Anhydrous lactose,beta-D-Galp-(1->4)-alpha-D-GLCP,Lactose,Milk sugar,1-b-D-Galactopyranosyl-4-a-D-glucopyranose,1-Β-D-galactopyranosyl-4-α-D-glucopyranose,4-O-b-D-Galactopyranosyl-a-D-glucopyranose,4-O-Β-D-galactopyranosyl-α-D-glucopyranose,b-D-Galp-(1->4)-a-D-GLCP,Β-D-galp-(1->4)-α-D-GLCP,a-Lactose,Α-lactose,(+)-Lactose,1-beta-delta-Galactopyranosyl-4-alpha-delta-glucopyranose,4-O-Hexopyranosylhexose,Aletobiose,Dilactose,Fast-flo lactose,Flowlac 100,Galactinum,GLC-(4-1)Gal,Granulac 140m,Lactin,Lactin (carbohydrate),Lactobiose,Lactohale 300,Lactose anhydride,Lactose fast-flo,Osmolactan,Pharmatosa DCL 21,Pharmatose 21,Pharmatose 325m,Pharmatose DCL 15,Prismalac,Respitose ML 003,Respitose SV 003,Saccharum lactin,Sachelac,Sorbalac 400,Sorbolac 400,Spherolac,Super-tab,Tablettose,Tablettose 70,Tablettose 80,Zeparox ep,Lactose, anhydrous","",""
"69","L-Carnitine","MAM02348","HMDB0000062","c,m,x,r,e","BBOX1,CRAT,CPT2","SLC22A4,SLC22A5","SLC22A4","PPARG,IGFBP3,APP","L-Carnitine,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,L-carnitine,(-)-Carnitine,(-)-L-Carnitine,3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt,Carnicor,Carnitene,Carnitine,Carnitor,Karnitin,Levocarnitine,Vitamin BT,L-gamma-Trimethyl-beta-hydroxybutyrobetaine,(R)-Carnitine,L-g-Trimethyl-b-hydroxybutyrobetaine,L-Γ-trimethyl-β-hydroxybutyrobetaine,(-)-(R)-3-Hydroxy-4-(trimethylammonio)butyrate,(R)-(3-Carboxy-2-hydroxypropyl)trimethylammonium hydroxide,(S)-Carnitine,1-Carnitine,3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium,3-Hydroxy-4-trimethylammoniobutanoate,3-Hydroxy-4-trimethylammoniobutanoic acid,Bicarnesine,Carniking,Carniking 50,Carnilean,Carnipass,Carnipass 20,D-Carnitine,delta-Carnitine,DL-Carnitine,gamma-Trimethyl-ammonium-beta-hydroxybutirate,gamma-Trimethyl-beta-hydroxybutyrobetaine,gamma-Trimethyl-hydroxybutyrobetaine,L-(-)-Carnitine,Levocarnitina,Levocarnitinum,R-(-)-3-Hydroxy-4-trimethylaminobutyrate,L Carnitine","",""
"70","3-Hydroxybutyric acid","MAM00157","HMDB0000011","c,m,e","BDH1,BDH2","SLC16A5,SLC16A8,SLC16A3,SLC16A6,SLC16A7,SLC16A4,SLC16A1","SLC16A8,SLC16A6,SLC16A7,SLC16A3,SLC16A1,SLC16A4,SLC16A5","HCAR2,PPARA","3-Hydroxybutyric acid,(3R)-3-hydroxybutanoic acid,(-)-3-hydroxybutyric acid,(R)-(-)-beta-Hydroxybutyric acid,(R)-3-Hydroxybutanoic acid,3-D-Hydroxybutyric acid,D-3-Hydroxybutyric acid,D-beta-Hydroxybutyric acid,(R)-(-)-b-Hydroxybutyrate,(R)-(-)-b-Hydroxybutyric acid,(R)-(-)-beta-Hydroxybutyrate,(R)-(-)-Β-hydroxybutyrate,(R)-(-)-Β-hydroxybutyric acid,(R)-3-Hydroxybutanoate,3-D-Hydroxybutyrate,D-3-Hydroxybutyrate,D-b-Hydroxybutyrate,D-b-Hydroxybutyric acid,D-beta-Hydroxybutyrate,D-Β-hydroxybutyrate,D-Β-hydroxybutyric acid,(R)-3-Hydroxybutyrate,3-delta-Hydroxybutyrate,3-delta-Hydroxybutyric acid,BHIB,D-(-)-3-Hydroxybutyrate,delta-(-)-3-Hydroxybutyrate,delta-3-Hydroxybutyrate,delta-3-Hydroxybutyric acid,delta-beta-Hydroxybutyrate,3R-Hydroxy-butanoate,(R)-3-Hydroxybutyric acid,(-)-3-Hydroxy-n-butyric acid,(-)-3-Hydroxybutyric acid,(3R)-3-Hydroxybutanoic acid,(3R)-3-Hydroxybutyric acid,(3R)-Hydroxybutyrate,(R)-(-)-3-Hydroxybutyric acid,(R)-beta-Hydroxybutanoic acid,(R)-beta-Hydroxybutyric acid,(R)-β-Hydroxybutanoic acid,(R)-β-Hydroxybutyric acid,3-Hydroxy-n-butyric acid,3-Hydroxybutanoic acid,3R-Hydroxybutanoic acid,D-(-)-3-Hydroxybutanoic acid,D-(-)-3-Hydroxybutyric acid,D-(-)-beta-Hydroxybutyric acid,D-(-)-β-Hydroxybutyric acid,beta-Hydroxy-n-butyric acid,beta-Hydroxybutanoic acid,beta-Hydroxybutyric acid,β-Hydroxy-n-butyric acid,β-Hydroxybutanoic acid,β-Hydroxybutyric acid","",""
"71","L-Methionine","MAM02471","HMDB0000696","c,l,m,e","BHMT2,BHMT,MTR,TAT,ALB,CTSA,CTSG,LGMN,CTSZ,CTSH,CTSC,CTSD,CTSL,CTSV,CTSK,CTSS,CTSB,TPP1,CTSW,CTSF,CTSE,CTSO,PTPLA,PTPLB,LIAS,LIPT2","SLC7A2,SLC7A5,SLC36A1,SLC7A1,SLC43A1,SLC7A7,SLC7A3,SLC43A2","SLC7A5,SLC7A6","PVR","L-Methionine,(2S)-2-amino-4-(methylsulfanyl)butanoic acid,L-methionine,(2S)-2-Amino-4-(methylsulfanyl)butanoic acid,(S)-2-Amino-4-(methylthio)butanoic acid,(S)-2-Amino-4-(methylthio)butyric acid,(S)-Methionine,L-(-)-Methionine,L-alpha-Amino-gamma-methylmercaptobutyric acid,L-Methionin,M,Met,METHIONINE,L-2-Amino-4methylthiobutyric acid,L-Methionine Z,(2S)-2-Amino-4-(methylsulfanyl)butanoate,(2S)-2-Amino-4-(methylsulphanyl)butanoate,(2S)-2-Amino-4-(methylsulphanyl)butanoic acid,(S)-2-Amino-4-(methylthio)butanoate,(S)-2-Amino-4-(methylthio)butyrate,L-a-Amino-g-methylmercaptobutyrate,L-a-Amino-g-methylmercaptobutyric acid,L-alpha-Amino-gamma-methylmercaptobutyrate,L-Α-amino-γ-methylmercaptobutyrate,L-Α-amino-γ-methylmercaptobutyric acid,L-2-Amino-4methylthiobutyrate,(L)-Methionine,(S)-(+)-Methionine,(S)-2-Amino-4-(methylthio)-butanoate,(S)-2-Amino-4-(methylthio)-butanoic acid,2-Amino-4-(methylthio)butyrate,2-Amino-4-(methylthio)butyric acid,2-Amino-4-methylthiobutanoate,2-Amino-4-methylthiobutanoic acid,a-Amino-g-methylmercaptobutyrate,a-Amino-g-methylmercaptobutyric acid,Acimethin,alpha-Amino-alpha-aminobutyric acid,alpha-Amino-gamma-methylmercaptobutyrate,alpha-Amino-gamma-methylmercaptobutyric acid,Cymethion,g-Methylthio-a-aminobutyrate,g-Methylthio-a-aminobutyric acid,gamma-Methylthio-alpha-aminobutyrate,gamma-Methylthio-alpha-aminobutyric acid,H-Met-H,H-Met-OH,L(-)-Amino-alpha-amino-alpha-aminobutyric acid,L(-)-Amino-gamma-methylthiobutyric acid,L-2-Amino-4-(methylthio)butyric acid,L-2-Amino-4-methylthiobutyric acid,L-a-Amino-g-methylthiobutyrate,L-a-Amino-g-methylthiobutyric acid,L-alpha-Amino-gamma-methylthiobutyrate,L-alpha-Amino-gamma-methylthiobutyric acid,L-gamma-Methylthio-alpha-aminobutyric acid,L-Methioninum,Liquimeth,Mepron,Methilanin,Methioninum,Metionina,Neo-methidin,Poly-L-methionine,Polymethionine,S-Methionine,S-Methyl-L-homocysteine,Toxin war,L-Isomer methionine,Methionine, L-isomer,Pedameth,Methionine, L isomer,(3R,3'r,6S)-4,5-DIDEHYDRO-5,6-dihydro-BETA,BETA-carotene-3,3'-diol,Bo-xan,e 161b,Xanthophyll,(3R,3'r,6S)-4,5-DIDEHYDRO-5,6-dihydro-b,b-carotene-3,3'-diol,(3R,3'r,6S)-4,5-DIDEHYDRO-5,6-dihydro-β,β-carotene-3,3'-diol","",""
"72","Bilirubin","MAM01396","HMDB0000054","c,r,e","BLVRB,BLVRA","","","PPARA,ABCB11,CHRNA4,ABCC2","Bilirubin,3-(2-{[3-(2-carboxyethyl)-5-{[(2Z)-4-ethenyl-3-methyl-5-oxo-2,5-dihydro-1H-pyrrol-2-ylidene]methyl}-4-methyl-1H-pyrrol-2-yl]methyl}-5-{[(2Z)-3-ethenyl-4-methyl-5-oxo-2,5-dihydro-1H-pyrrol-2-ylidene]methyl}-4-methyl-1H-pyrrol-3-yl)propanoic acid,bilirubin,1,10,19,22,23,24-Hexahydro-2,7,13,17-tetramethyl-1,19-dioxo-3,18-divinylbiline-8,12-dipropionic acid,2,17-Diethenyl-1,10,19,22,23,24-hexahydro-3,7,13,18-tetramethyl-1,19-dioxo-21H-biline-8,12-dipropanoic acid,2,7,13,17-Tetramethyl-1,19-dioxo-3,18-divinyl-1,10,19,22,23,24-hexahydro-21H-biline-8,12-dipropanoic acid,8,12-Bis(2-carboxyethyl)-2,7,13,17-tetramethyl-3,18-divinylbiladiene-ac-1,19(21H,24H)-dione,Bilirubin(Z,Z),Bilirubin-ixalpha,1,10,19,22,23,24-Hexahydro-2,7,13,17-tetramethyl-1,19-dioxo-3,18-divinylbiline-8,12-dipropionate,2,17-Diethenyl-1,10,19,22,23,24-hexahydro-3,7,13,18-tetramethyl-1,19-dioxo-21H-biline-8,12-dipropanoate,2,7,13,17-Tetramethyl-1,19-dioxo-3,18-divinyl-1,10,19,22,23,24-hexahydro-21H-biline-8,12-dipropanoate,Bilirubin ixalpha,(4Z,15Z)-Bilirubin ixa,(Z,Z)-Bilirubin ixa,1,10,19,22,23,24-Hexahydro-2,7,13,17-tetramethyl-1,19-dioxo-3,18-divinyl-biline-8,12-dipropionate,1,10,19,22,23,24-Hexahydro-2,7,13,17-tetramethyl-1,19-dioxo-3,18-divinyl-biline-8,12-dipropionic acid,3-(2-((3-(2-Carboxyethyl)-4-methyl-5-((3-methyl-5-oxo-4-vinyl-1,5-dihydro-2H-pyrrol-2-ylidene)methyl)-1H-pyrrol-2-yl)methyl)-4-methyl-5-((4-methyl-5-oxo-3-vinyl-1,5-dihydro-2H-pyrrol-2-ylidene)methyl)-1H-pyrrol-3-yl)propanoate,3-(2-((3-(2-Carboxyethyl)-4-methyl-5-((3-methyl-5-oxo-4-vinyl-1,5-dihydro-2H-pyrrol-2-ylidene)methyl)-1H-pyrrol-2-yl)methyl)-4-methyl-5-((4-methyl-5-oxo-3-vinyl-1,5-dihydro-2H-pyrrol-2-ylidene)methyl)-1H-pyrrol-3-yl)propanoic acid,3-(2-((3-(2-Carboxyethyl)-4-methyl-5-[(Z)-(3-methyl-5-oxo-4-vinyl-1,5-dihydro-2H-pyrrol-2-ylidene)methyl]-1H-pyrrol-2-yl)methyl)-4-methyl-5-[(Z)-(4-methyl-5-oxo-3-vinyl-1,5-dihydro-2H-pyrrol-2-ylidene,3-[2-[[3-(2-Carboxyethyl)-5-[(3-ethenyl-4-methyl-5-oxo-pyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methyl]-5-[(4-ethenyl-3-methyl-5-oxo-pyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-3-yl]propanoate,3-[2-[[3-(2-Carboxyethyl)-5-[(3-ethenyl-4-methyl-5-oxo-pyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methyl]-5-[(4-ethenyl-3-methyl-5-oxo-pyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-3-yl]propanoic acid,3-[2-[[3-(2-Carboxyethyl)-5-[(Z)-(3-ethenyl-4-methyl-5-oxo-pyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methyl]-5-[(Z)-(4-ethenyl-3-methyl-5-oxo-pyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-3-yl]propanoate,3-[2-[[3-(2-Carboxyethyl)-5-[(Z)-(3-ethenyl-4-methyl-5-oxo-pyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methyl]-5-[(Z)-(4-ethenyl-3-methyl-5-oxo-pyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-3-yl]propanoic acid,Bilirubin IX-alpha,Cholerythrin,Hematoidin,Bilirubin IX alpha","",""
"73","5-KETE","MAM01126","HMDB0010217","c,m,x","CBR3,CBR1,DHRS4","","","OXER1","5-KETE,(6E,8Z,11Z,14Z)-5-oxoicosa-6,8,11,14-tetraenoic acid,5-Oxo-ETE,(6E,8Z,11Z,14Z)-5-Oxoicosa-6,8,11,14-tetraenoic acid,5-Keto-ete,5-Ketoeicosatetraenoic acid,5-oxo, 6t,8C,11C,14C-20:4,5-oxo-6(e),8(Z),11(Z),14(Z)-Eicosatetraenoic acid,5-oxo-6E,8Z,11Z,14Z-Eicosatetraenoic acid,5-oxo-Icosa-6,8,11,14-tetraenoic acid,5-Oxoeicosatetraenoic acid,5-OxoETE,5-Oxoicosatetraenoic acid,Eicosa-5,8,12,14-tetraenoic acid,(6E,8Z,11Z,14Z)-5-Oxoicosa-6,8,11,14-tetraenoate,5-Ketoeicosatetraenoate,5-oxo-6(e),8(Z),11(Z),14(Z)-Eicosatetraenoate,5-oxo-6E,8Z,11Z,14Z-Eicosatetraenoate,5-oxo-Icosa-6,8,11,14-tetraenoate,5-Oxoeicosatetraenoate,5-Oxoicosatetraenoate,Eicosa-5,8,12,14-tetraenoate,5-Keto-6,8,11,14-eicosatetraenoate,5-Keto-6,8,11,14-eicosatetraenoic acid,5-oxo-6,8,11,14-Eicosatetraenoate,5-oxo-6,8,11,14-Eicosatetraenoic acid,5-oxo-Eicosatetraenoate,5-oxo-Eicosatetraenoic acid,5-oxo-6,8,11,14-ETE,5-oxo-6,8,11,14-Eicosatetraenoic acid, e,Z,Z,Z isomer","",""
"74","L-Alanine,D-Alanine","MAM01307","HMDB0000161,HMDB0001310","c,l,m,x,e","CCBL1,AADAT,CCBL2,AGXT,KYNU,ALB,CTSA,CTSG,LGMN,CTSZ,CTSH,CTSC,CTSD,CTSL,CTSV,CTSK,CTSS,CTSB,TPP1,CTSW,CTSF,CTSE,CTSO,PTPLA,PTPLB,KLK1,KLK2,PGLYRP1,PGLYRP3,PGLYRP2,PGLYRP4,SCLY","","SLC7A5,SLC7A10,SLC3A2,SLC7A6,SLC1A5,SLC1A4","GPRC6A,CHL1,CD81,NECTIN1,PGLYRP3,ERAP1,ANPEP,CDH5,ITGAL,PGLYRP4,RYR2,ITM2B,FGFR1,ERAP2,PVR","","",""
"75","Niacinamide","MAM02583","HMDB0001406","c,e,n","CD38,BST1,SIRT6,ART4,ART1,ART3,ART5,MACROD2,MACROD1,OARD1","","","F7;F3,HCAR2,HCAR3,CD38,TNFRSF21,PTGDR,KLRG1","Niacinamide,pyridine-3-carboxamide,nicotinamide,3-Pyridinecarboxamide,beta-Pyridinecarboxamide,Niacin,Nicotinamid,Nicotinic acid amide,Nicotinsaeureamid,Nikotinamid,Nikotinsaeureamid,Vitamin b3,Vitamin PP,Nicotinamide,b-Pyridinecarboxamide,Β-pyridinecarboxamide,Nicotinate amide,3-Carbamoylpyridine,3-Pyridinecarboxylic acid amide,Acid amide,Amid kyseliny nikotinove,Amide PP,Aminicotin,Amixicotyn,Amnicotin,Austrovit PP,Benicot,Delonin amide,Dipegyl,Dipigyl,Endobion,Factor PP,Hansamid,Inovitan PP,m-(Aminocarbonyl)pyridine,Mediatric,NAM,Nandervit-N,Niacevit,Niamide,Niavit PP,Nicamide,Nicamina,Nicamindon,Nicasir,Nicobion,Nicofort,Nicogen,Nicomidol,Nicosan 2,Nicosylamide,Nicota,Nicotamide,Nicotilamide,Nicotililamido,Nicotinamida,Nicotinamidum,Nicotine acid amide,Nicotine amide,Nicotinic amide,Nicotinsaureamid,Nicotol,Nicotylamide,Nicotylamidum,Nicovel,Nicovit,Nicovitina,Nicovitol,Nicozymin,Nictoamide,Niko-tamin,Niocinamide,Niozymin,Papulex,Pelmin,Pelmine,Pelonin amide,PP-Faktor,Propamine a,Pyridine-3-carboxylic acid amide,Savacotyl,Vi-nicotyl,Vi-noctyl,Witamina PP,3 Pyridinecarboxamide,Astra brand OF niacinamide,b 3, Vitamin,Niacinamide merck brand,Pharmagenix brand OF niacinamide,b3, Vitamin,Enduramide,Jenapharm, nicotinsäureamid,Niacinamide jenapharm brand,Niacinamide pharmagenix brand,Jenapharm brand OF niacinamide,Nicotinsäureamid jenapharm,Vitamin b 3,Merck brand OF niacinamide,Niacinamide astra brand","",""
"76","Benzamide,3,5-Dihydroxybenzoic acid","MAM01380","HMDB0004461,HMDB0013677","c,r,e,m","CES5A,CES3,CES2,CES1,ALDH3B1","","","F7;F3,CXCR1,ESR1,GABRA4,GABRB3,GABRD,MPL,NCOA3","","",""
"77","25-Hydroxycholesterol","MAM00619","HMDB0006247","r,c,e","CH25H","","","GPR183,ESR1,SCARB1,ABCA7,RORC,LDLR,ESR2,NR1H3,PPARA,PPARG,ROR1,ROR2,RORA","25-Hydroxycholesterol,(2R,5S,10S,14R,15R)-14-[(2R)-6-hydroxy-6-methylheptan-2-yl]-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-7-en-5-ol,(beta)-Cholest-5-ene-3-25-diol,25-Hydroxy-cholesterol,25-Hydroxycholest-5-en-3-ol,5-Cholestene-3beta-25-diol,Cholest-5-en-3beta-25-diol,Cholest-5-ene-3-b,25-diol,Cholest-5-ene-3-beta,25-diol,Cholest-5-ene-3beta-25-diol","",""
