,Compounds,GEM_id,HMDB_id,Cell_Compartment,Synthetic_genes,Transporter_genes,Transporter_genes_in,Receptor_genes,Synonyms,Synthetic_genes_lv2,precursor_transport
13,Lipoxin A4,MAM02395,HMDB0004385,"c,x,r","alox12,alox5a,alox5b.1,alox5b.2,alox5b.3",NA,NA,"CU571081.1,CU571081.1,p2ry10,drd4b,drd4a,bdkrb1,mlnr,gnrhr4,gnrhr1,gnrhr2,CABZ01080434.1,grm6a,grm6b,kiss1rb,oprd1a,oprd1b,ghsra,ghsrb,s1pr4,si:ch73-90p23.1,CU855821.1,si:dkey-211g8.7,si:dkey-211g8.6,si:dkey-211g8.9,ccr7,F2RL3,mchr1a,mchr1b,galr2b,chrm3b,chrm3a,aplnr2,anxa1a,anxa1b,anxa1c,anxa1d,nmbr,htr2b,oprk1,sstr1a,gpr65,gpr17,ackr3a,ackr3b,agtr1b,agtr1a,htr2cl1,htr2cl2,npffr1,adra2a,MCHR2,MCHR2,grm1b,grm1a,appa,appb,htr5ab,htr5aa,cxcr5,ccr2,ccr11.1,ccr2,ccr2,ccr11.1,ccr2,ptger1a,ptger1b,si:zfos-169g10.2,sstr3,CCKAR,cxcr2,ccr2,ccr11.1,ccr2,f2rl2,F2RL2,f2rl1.2,f2rl1.1,gper1,oxgr1a.1,oxgr1a.3,oxgr1b,oxgr1a.2,avpr1ab,avpr1aa,galr1a,ptafr,CU571081.1,mtnr1aa,mtnr1ab,tacr3a,tacr3l,tacr1a,tacr1b,p2ry1,s1pr1,nmur1b,nmur1a,grm5b,grm5a,chrm1a,adra1ba,adra1bb,p2ry12,ltb4r,htr1aa,npffr2b,NPFFR2,P2RY14,adora1a,adora1b,gprc6a,trhrb,trhra,p2ry2.3,p2ry2.1,p2ry2.2,xcr1a.1,xcr1b.1,ednraa,ednrab,htr1ab,cxcr2,gpr4,chrm2b,chrm2a,p2ry13,F2R,f2r,F2R,F2R,F2R,F2R,F2R,htr1aa,oxtr,oxtrl,ccr8.1,si:cabz01093077.1,cabz01093075.1,lpar5b,lpar5a,si:ch73-90p23.1,CU855821.1,si:dkey-211g8.7,si:dkey-211g8.6,s1pr5b,rxfp3.3a3,rxfp3.3a2,galr2a,ccr10,ccr9a,ccr9b,npy2rl,npy2r,ccr2,ccr11.1,ccr2,CCKBR,si:dkey-1h24.2,oprl1,npy4r,ccr6b,ccr6a,CU571081.1,gpr18,grm8b,grm8a,lpar6b,lpar6a,CABZ01041494.1,ptger3,sstr2b,sstr2a,lpar1,si:dkey-78k11.9,npy1r,drd2b,drd2a,grm3,cnr1,npbwr2a,htr1aa,ntsr1,lpar3,ptgfr,hcrtr2,agtr2,cysltr1,tacr2,cxcr3.1,cxcr3.3,grm4,cnr2,ednrbb,ednrba,hcar1-3,hcar1-4,htr2ab,htr2aa,adra1aa,adra1d,grpr,chrm5b,chrm5a,drd3,qrfpra,QRFPR,grm2b,grm2a,gipr,lpar2b,lpar2a,adra2c,cxcr4b,cxcr4a,tbxa2r,oprm1,chrm4a,casr,ltb4r2b,ltb4r2a,GPR68,ccr2,ccr11.1,ccr2,s1pr2","Lipoxin A4,(5S,6R,7E,9E,11Z,13E,15S)-5,6,15-trihydroxyicosa-7,9,11,13-tetraenoic acid,lipoxin A4,(5S,6R,15S)-Trihydroxy-7,9,13-trans-11-cis-eicosatetraenoic acid,(5S,6R,7E,9E,11Z,13E,15S)-5,6,15-Trihydroxy-7,9,11,13-eicosatetraenoic acid,(5S,6R,7E,9E,11Z,13E,15S)-5,6,15-Trihydroxyeicosa-7,9,11,13-tetraenoic acid,(7E,9E,11Z,13E)-(5S,6R,15S)-5,6,15-Trihydroxyicosa-7,9,11,13-tetraenoic acid,5(S),6(R),15(S)-Trihydroxyeicosa-7E,9E,11Z,13E-tetraenoic acid,5S,6R,15S-Trihydroxy-7,9,13-trans-11-cis-eicosatetraenoic acid,5S,6R,15S-Trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid,5S,6R-LipoxinA4,6R-LXA4,LXA4,(5S,6R,15S)-Trihydroxy-7,9,13-trans-11-cis-eicosatetraenoate,(5S,6R,7E,9E,11Z,13E,15S)-5,6,15-Trihydroxy-7,9,11,13-eicosatetraenoate,(5S,6R,7E,9E,11Z,13E,15S)-5,6,15-Trihydroxyeicosa-7,9,11,13-tetraenoate,(7E,9E,11Z,13E)-(5S,6R,15S)-5,6,15-Trihydroxyicosa-7,9,11,13-tetraenoate,5(S),6(R),15(S)-Trihydroxyeicosa-7E,9E,11Z,13E-tetraenoate,5S,6R,15S-Trihydroxy-7,9,13-trans-11-cis-eicosatetraenoate,5S,6R,15S-Trihydroxy-7E,9E,11Z,13E-eicosatetraenoate,5S,6S-Lipoxin a4,15-Epi-lxa4,15-Epi-lipoxin a4,5,6,15-Tri-hete,5,6,15-TriHETE,5,6,15-Trihydroxy-7,9,11,13-eicosatetraenoic acid","si:dkey-17e16.9,alox5a,alox5b.1,alox5b.2,alox5b.3",NA
36,Leukotriene B4,MAM02364,"HMDB0001085,HMDB0005087",c,"alox12,alox5a,alox5b.1,alox5b.2,alox5b.3,lta4h,rnpep","abcc4,abcc1",NA,"ltb4r,ltb4r2a,ltb4r2b",NA,"alox5a,alox5b.1,alox5b.2,alox5b.3",NA
10,13-L-Hydroperoxylinoleic acid,MAM00337,HMDB0003871,"c,e","alox12,si:dkey-17e16.9",NA,NA,"pparaa,pparab","13-L-Hydroperoxylinoleic acid,(9Z,11E,13S)-13-hydroperoxyoctadeca-9,11-dienoic acid,13-HpODE,(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate,(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid,13S-Hydroperoxy-9Z,11E-octadecadienoic acid,13(S)-HPODE,13S-Hydroperoxy-9Z,11E-octadecadienoate,13-L-Hydroperoxylinoleate,(9Z,11E,13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid,(9Z,11E,13S)-13-Hydroperoxyoctadeca-9,11-dienoate,(13S,9Z,11E)-13-Hydroperoxy-9,11-octadecadienoate,(13S,9Z,11E)-13-Hydroperoxy-9,11-octadecadienoic acid,13(S)-Hydroperoxy-9Z,11E-octadecadienoate,13(S)-Hydroperoxy-9Z,11E-octadecadienoic acid,13(S)-Hydroperoxylinoleic acid,13-HPOD,13-Hpode,13-L-Hydroperoxy-9-cis,11-trans-octadecadienoate,13-L-Hydroperoxy-9-cis,11-trans-octadecadienoic acid,13-L-Hydroperoxy-cis-9,trans-11-octadecadienoate,13-L-Hydroperoxy-cis-9,trans-11-octadecadienoic acid,Hpode,Linoleic acid 13(S)-hydroperoxide,13-Hydroperoxy-9,11-octadecadienoic acid,13-Hydroperoxy-9,11-octadecadienoic acid, (Z,e)-isomer",NA,NA
233,5S-HPETE,MAM01042,NA,"e,n,r,c","alox5a,alox5b.1,alox5b.2,alox5b.3","slco1e1,slco1d1",NA,NA,NA,"Acot1,Acot2,Acot4,Acot6,Acot7,Egfl8,Ppt1,Ppt2,Acer3",NA
149,Maltotetraose,MAM02451,HMDB0001296,"c,e","amy2a,amy2al2,",NA,NA,scarf1,"Maltotetraose,(3R,4R,5S,6R)-5-{[(2R,3R,4R,5S,6R)-5-{[(2R,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-6-(hydroxymethyl)oxane-2,3,4-triol,alpha-D-Gluco-hexopyranosyl-(1->4)-alpha-D-gluco-hexopyranosyl-(1->4)-alpha-D-gluco-hexopyranosyl-(1->4)-D-gluco-hexopyranose,Amylotetraose,D-Maltotetraose,O-alpha-D-Glucopyranosyl-(1->4)-O-alpha-D-glucopyranosyl-(1->4)-O-alpha-D-glucopyranosyl-(1->4)-D-glucose,WURCS=2.0/2,4,3/[a2122h-1x_1-5][a2122h-1a_1-5]/1-2-2-2/a4-b1_b4-c1_c4-D1,a-D-Gluco-hexopyranosyl-(1->4)-a-D-gluco-hexopyranosyl-(1->4)-a-D-gluco-hexopyranosyl-(1->4)-D-gluco-hexopyranose,Α-D-gluco-hexopyranosyl-(1->4)-α-D-gluco-hexopyranosyl-(1->4)-α-D-gluco-hexopyranosyl-(1->4)-D-gluco-hexopyranose,O-a-D-Glucopyranosyl-(1->4)-O-a-D-glucopyranosyl-(1->4)-O-a-D-glucopyranosyl-(1->4)-D-glucose,O-Α-D-glucopyranosyl-(1->4)-O-α-D-glucopyranosyl-(1->4)-O-α-D-glucopyranosyl-(1->4)-D-glucose,alpha-1,4-Tetraglucose,O-alpha-D-Glucopyranosyl-(1-4)-O-alpha-D-glucopyranosyl-(1-4)-O-alpha-D-glucopyranosyl-(1-4)-D-glucose,O-alpha-D-Glucopyranosyl-(1->4)-O(4xi)-alpha-D-xylo-hexopyranosyl-(1->4)-O-alpha-D-glucopyranosyl-(1->4)-D-glucose,O-alpha-D-Glucopyranosyl-(1.4)-O-alpha-D-glucopyranosyl-(1.4)-O-alpha-D-glucopyranosyl-(1.4)-D-glucose,O-alpha-delta-Glucopyranosyl-(1-4)-O-alpha-delta-glucopyranosyl-(1-4)-O-alpha-delta-glucopyranosyl-(1-4)-delta-glucose,O-alpha-delta-Glucopyranosyl-(1->4)-O(4xi)-alpha-delta-xylo-hexopyranosyl-(1->4)-O-alpha-delta-glucopyranosyl-(1->4)-delta-glucose,O-alpha-delta-Glucopyranosyl-(1.4)-O-alpha-delta-glucopyranosyl-(1.4)-O-alpha-delta-glucopyranosyl-(1.4)-delta-glucose",NA,NA
111,D-Fructose,MAM01840,HMDB0000660,"c,e","amy2a,amy2al2,,sord","slc2a11a,slc2a15a,slc2a15b,slc2a2,slc2a5,slc2a8",NA,"nr2f1a,nr2f1b","D-Fructose,(2R,3S,4S,5R)-2,5-bis(hydroxymethyl)oxolane-2,3,4-triol,fructose,beta-D-Arabino-hexulose,beta-D-Fructose,beta-Fruit sugar,beta-Levulose,FRUCTOSE,b-D-Arabino-hexulose,Β-D-arabino-hexulose,b-D-Fructose,Β-D-fructose,b-Fruit sugar,Β-fruit sugar,b-Levulose,Β-levulose,beta-D-Fructofuranose,beta-delta-Arabino-hexulose,beta-delta-Fructofuranose,beta-delta-Fructose,D-(-)-Fructose,delta-(-)-Fructose,delta-Fructose,FRU,Fructon,Levulose,Braun brand OF fructose,Fleboplast levulosa,Fresenius kabi brand OF fructose,Instituto farmacologico brand OF fructose,Levulosa,Levulosa ife,Grifols brand OF fructose,Levulosa baxter,Levulosado braun,Ern brand OF fructose,Levulosa grifols,Levulosa mein,Levulosado vitulia,Apir levulosa,Baxter brand OF fructose,Bieffe brand OF fructose,Levulosa braun,Levulosa ibys,Levulosa, apir,Levulosa, fleboplast,Levulosado bieffe medit,Plast apyr levulosa mein",NA,NA
16,Gentisic acid,MAM00576,HMDB0000152,"c,e",aox6,NA,NA,"appa,appb","Gentisic acid,2,5-dihydroxybenzoic acid,2,5-Dihydroxybenzoate,5-Hydroxysalicylic acid,Gentisate,Hydroquinonecarboxylic acid,2,5-Dihydroxybenzoic acid,5-Hydroxysalicylate,Hydroquinonecarboxylate,2,5-Dioxybenzoate,2,5-Dioxybenzoic acid,3,6-Dihydroxybenzoate,3,6-Dihydroxybenzoic acid,5-Hydroxy-salicylate,5-Hydroxy-salicylic acid,Carboxyhydroquinone,Dihydroxybenzoicacid,Gensigen,Gensigon,Gentisinate,Gentisinic acid,2,5-Dihydroxybenzoic acid, monosodium salt,Lithium 2,5-dihydroxybenzoate,Hydroquinone carboxylic acid",NA,NA
170,Ornithine,MAM02658,HMDB0000214,"c,m,e","arg1,arg2,oat",NA,slc7a6,"gprc6a,p2ry10,bdkrb1,mlnr,gnrhr4,gnrhr1,gnrhr2,CABZ01080434.1,kiss1rb,ghsra,ghsrb,si:ch73-90p23.1,CU855821.1,si:dkey-211g8.7,si:dkey-211g8.6,si:dkey-211g8.9,F2RL3,mchr1a,mchr1b,chrm3b,chrm3a,anxa1a,anxa1b,anxa1c,anxa1d,nmbr,htr2b,gpr65,gpr17,agtr1b,agtr1a,htr2cl1,htr2cl2,npffr1,MCHR2,MCHR2,grm1b,grm1a,appa,appb,ptger1a,ptger1b,CCKAR,f2rl2,F2RL2,f2rl1.2,f2rl1.1,avpr1ab,avpr1aa,ptafr,tacr3a,tacr3l,tacr1a,tacr1b,p2ry1,nmur1b,nmur1a,grm5b,grm5a,chrm1a,adra1ba,adra1bb,ltb4r,npffr2b,NPFFR2,trhrb,trhra,p2ry2.3,p2ry2.1,p2ry2.2,xcr1a.1,xcr1b.1,ednraa,ednrab,gpr4,F2R,f2r,F2R,F2R,F2R,F2R,F2R,oxtr,oxtrl,lpar5b,lpar5a,si:ch73-90p23.1,CU855821.1,si:dkey-211g8.7,si:dkey-211g8.6,CCKBR,si:dkey-1h24.2,CU571081.1,lpar6b,lpar6a,lpar1,si:dkey-78k11.9,ntsr1,lpar3,ptgfr,hcrtr2,cysltr1,tacr2,ednrbb,ednrba,htr2ab,htr2aa,adra1aa,adra1d,grpr,chrm5b,chrm5a,qrfpra,QRFPR,gipr,lpar2b,lpar2a,tbxa2r,casr,ltb4r2b,ltb4r2a,GPR68","Ornithine,(2S)-2,5-diaminopentanoic acid,ornithine,(S)-2,5-Diaminopentanoate,(S)-2,5-Diaminopentanoic acid,(S)-2,5-Diaminovaleric acid,(S)-alpha,delta-Diaminovaleric acid,(S)-Ornithine,(S)-2,5-Diaminovalerate,(S)-a,delta-Diaminovalerate,(S)-a,delta-Diaminovaleric acid,(S)-alpha,delta-Diaminovalerate,(S)-Α,δ-diaminovalerate,(S)-Α,δ-diaminovaleric acid,(S)-a,Δ-diaminovalerate,(S)-a,Δ-diaminovaleric acid,(+)-S-Ornithine,(S)-a,D-Diaminovalerate,(S)-a,D-Diaminovaleric acid,5-Amino-L-norvaline,L-(-)-Ornithine,L-Ornithine,2,5-Diaminopentanoic acid,Ornithine dihydrochloride, (L)-isomer,Ornithine hydrochloride, (D)-isomer,Ornithine, (D)-isomer,Ornithine, (L)-isomer,2,5 Diaminopentanoic acid,Ornithine monoacetate, (L)-isomer,Ornithine monohydrochloride, (D)-isomer,Ornithine monohydrochloride, (DL)-isomer,Ornithine phosphate (1:1), (L)-isomer,Ornithine sulfate (1:1), (L)-isomer,Ornithine hydrochloride, (DL)-isomer,Ornithine hydrochloride, (L)-isomer,Ornithine monohydrobromide, (L)-isomer,Ornithine, (DL)-isomer","ass1,asl","slc3a2a,slc7a5,slc7a6,slc7a7,(slc3a2a and slc7a6),(slc3a2a and slc7a7)"
161,Niacinamide,MAM02583,HMDB0001406,"c,e,n","art4,si:ch211-51i16.1,sirt6,zmp:0000000997,macrod1,macrod2,oard1",NA,NA,"CR318624.2,tnfrsf21","Niacinamide,pyridine-3-carboxamide,nicotinamide,3-Pyridinecarboxamide,beta-Pyridinecarboxamide,Niacin,Nicotinamid,Nicotinic acid amide,Nicotinsaeureamid,Nikotinamid,Nikotinsaeureamid,Vitamin b3,Vitamin PP,Nicotinamide,b-Pyridinecarboxamide,Β-pyridinecarboxamide,Nicotinate amide,3-Carbamoylpyridine,3-Pyridinecarboxylic acid amide,Acid amide,Amid kyseliny nikotinove,Amide PP,Aminicotin,Amixicotyn,Amnicotin,Austrovit PP,Benicot,Delonin amide,Dipegyl,Dipigyl,Endobion,Factor PP,Hansamid,Inovitan PP,m-(Aminocarbonyl)pyridine,Mediatric,NAM,Nandervit-N,Niacevit,Niamide,Niavit PP,Nicamide,Nicamina,Nicamindon,Nicasir,Nicobion,Nicofort,Nicogen,Nicomidol,Nicosan 2,Nicosylamide,Nicota,Nicotamide,Nicotilamide,Nicotililamido,Nicotinamida,Nicotinamidum,Nicotine acid amide,Nicotine amide,Nicotinic amide,Nicotinsaureamid,Nicotol,Nicotylamide,Nicotylamidum,Nicovel,Nicovit,Nicovitina,Nicovitol,Nicozymin,Nictoamide,Niko-tamin,Niocinamide,Niozymin,Papulex,Pelmin,Pelmine,Pelonin amide,PP-Faktor,Propamine a,Pyridine-3-carboxylic acid amide,Savacotyl,Vi-nicotyl,Vi-noctyl,Witamina PP,3 Pyridinecarboxamide,Astra brand OF niacinamide,b 3, Vitamin,Niacinamide merck brand,Pharmagenix brand OF niacinamide,b3, Vitamin,Enduramide,Jenapharm, nicotinsäureamid,Niacinamide jenapharm brand,Niacinamide pharmagenix brand,Jenapharm brand OF niacinamide,Nicotinsäureamid jenapharm,Vitamin b 3,Merck brand OF niacinamide,Niacinamide astra brand",NA,NA
151,Melatonin,MAM02460,HMDB0001389,"c,e",asmt,NA,NA,"mtnr1aa,mtnr1ab,htr2b,htr2cl1,htr2cl2,abcc4,esr1,rorb,drd4b,drd4a,bdkrb1,mtnr1c,grm6a,grm6b,oprd1a,oprd1b,s1pr4,ccr7,mchr1a,mchr1b,galr2b,aplnr2,anxa1a,anxa1b,anxa1c,anxa1d,zgc:174164,adam10a,adam10b,pparaa,pparab,oprk1,sstr1a,erbb2,gpr17,ackr3a,ackr3b,adra2a,MCHR2,MCHR2,flt1,cx43,appa,appb,htr5ab,htr5aa,cxcr5,ccr2,ccr11.1,ccr2,ccr2,ccr11.1,ccr2,si:zfos-169g10.2,sstr3,cxcr2,ccr2,ccr11.1,ccr2,gper1,tshr,oxgr1a.1,oxgr1a.3,oxgr1b,oxgr1a.2,galr1a,CU571081.1,s1pr1,nmur1b,nmur1a,p2ry12,htr1aa,P2RY14,adora1a,adora1b,htr1ab,cxcr2,chrm2b,chrm2a,p2ry13,htr1aa,oxtr,oxtrl,ccr8.1,si:cabz01093077.1,cabz01093075.1,lpar5b,lpar5a,s1pr5b,rxfp3.3a3,rxfp3.3a2,galr2a,ccr10,ccr9a,ccr9b,npy2rl,npy2r,ccr2,ccr11.1,ccr2,oprl1,npy4r,ccr6b,ccr6a,CU571081.1,CU571081.1,gpr18,grm8b,grm8a,CABZ01041494.1,oclnb,oclna,ptger3,sstr2b,sstr2a,lpar1,npy1r,drd2b,drd2a,grm3,cnr1,npbwr2a,htr1aa,lpar3,agtr2,cxcr3.1,cxcr3.3,grm4,cnr2,hcar1-3,hcar1-4,htr2ab,htr2aa,drd3,gpc3,grm2b,grm2a,lpar2b,lpar2a,adra2c,cxcr4b,cxcr4a,oprm1,chrm4a,casr,ccr2,ccr11.1,ccr2,s1pr2","Melatonin,5-Methoxy-N-acetyltryptamine,Melatonine,N-[2-(5-Methoxyindol-3-yl)ethyl]acetamide,N-Acetyl-5-methoxytryptamine,Melatonina,Circadin,Melatol,Melatonin (synth.) standard-grade,Melatonin (synth.) ultra-pure,Melovine,MT6,N-(2-(5-Methoxy-1H-indol-3-yl)ethyl)acetamide,N-(2-(5-Methoxyindol-3-yl)ethyl)-acetamide,N-(2-(5-Methoxyindol-3-yl)ethyl)acetamide,N-Acetyl-5-methoxy-tryptamine,N-Acetyl-5-methoxy-tryptamine melatonine,N-[2-(5-Methoxy-1H-indol-3-yl)ethyl)acetamide,N-[2-(5-Methoxy-1H-indol-3-yl)ethyl]-acetamide,N-[2-(5-Methoxy-1H-indol-3-yl)ethyl]acetamide,N-[2-(5-Methoxyindol-3-yl)ethyl]-acetamide,Regulin,{N-[2-(5-methoxy-1H-indol-3-yl)ethyl]-} acetamide,{N-[2-(5-methoxyindol-3-yl)ethyl]-} acetamide,3-(2-Acetamidoethyl)-5-methoxyindole",NA,NA
65,L-Asparagine,MAM01369,HMDB0000168,"c,l,m,e","asns,ctsa,ctsba,ctsc,ctsd,ctsf,ctsh,ctsk,ctsla,ctslb,ctsll,ctso,ctss2.1,ctss2.2,ctsz,gzm3,gzm3.2,gzm3.3,gzm3.4,lgmn,si:dkey-239j18.2,si:dkey-239j18.3,si:dkey-269i1.4,tpp1,zgc:174153,zgc:174154,hacd1,hacd2",NA,"slc7a5,abca1a,abca1b,slc7a6,slc1a5,slc1a4,slc3a1 and slc7a6 and slc7a9","zgc:113337,zgc:172122,sc:d189,si:ch211-214p13.3,si:ch211-222f23.6,si:ch211-141e20.2,si:ch73-22o12.1,pvrl2l","L-Asparagine,(2S)-2-amino-3-carbamoylpropanoic acid,L-asparagine,(2S)-2,4-Diamino-4-oxobutanoic acid,(2S)-2-Amino-3-carbamoylpropanoic acid,(S)-2-Amino-3-carbamoylpropanoic acid,(S)-Asparagine,2-Aminosuccinamic acid,alpha-Aminosuccinamic acid,Asn,ASPARAGINE,Aspartamic acid,L-2-Aminosuccinamic acid,L-Asparagin,L-Aspartic acid beta-amide,N,(2S)-2,4-Diamino-4-oxobutanoate,(2S)-2-Amino-3-carbamoylpropanoate,(S)-2-Amino-3-carbamoylpropanoate,2-Aminosuccinamate,a-Aminosuccinamate,a-Aminosuccinamic acid,alpha-Aminosuccinamate,Α-aminosuccinamate,Α-aminosuccinamic acid,Aspartamate,L-2-Aminosuccinamate,L-Aspartate b-amide,L-Aspartate beta-amide,L-Aspartate β-amide,L-Aspartic acid b-amide,L-Aspartic acid β-amide,(-)-Asparagine,(S)-2,4-Diamino-4-oxobutanoate,(S)-2,4-Diamino-4-oxobutanoic acid,Agedoite,alpha Amminosuccinamate,alpha Amminosuccinamic acid,Altheine,Asparagine acid,Asparamide,Aspartic acid amide,Aspartic acid b-amide,Aspartic acid beta amide,b2,4-(S)-Diamino-4-oxo-utanoate,b2,4-(S)-Diamino-4-oxo-utanoic acid,Crystal VI,L-2,4-Diamino-4-oxobutanoate,L-2,4-Diamino-4-oxobutanoic acid,L-Aspartamine,L-b-Asparagine,L-beta-Asparagine",NA,NA
66,L-Aspartic acid,MAM01370,HMDB0000191,"c,l,m,e","aspg,asrgl1,acy3.2,aspa,got2a,got2b,ctsa,ctsba,ctsc,ctsd,ctsf,ctsh,ctsk,ctsla,ctslb,ctsll,ctso,ctss2.1,ctss2.2,ctsz,gzm3,gzm3.2,gzm3.3,gzm3.4,lgmn,si:dkey-239j18.2,si:dkey-239j18.3,si:dkey-269i1.4,tpp1,zgc:174153,zgc:174154,hacd1,hacd2,aga",NA,NA,"grm6a,grm6b,grin3ba,grin3bb,GRIK2,LO018585.2,grik5,si:ch211-264f5.8,grin2db,grin2da,aplp2,gria2a,gria2b,enpep,grid2,gria4a,gria4b,grm1b,grm1a,appa,appb,gria1b,gria1a,grin2cb,grm5b,grm5a,grid1b,grid1a,robo4,grin2aa,grm8b,grm8a,grm3,grin1a,grin1b,GRIK3,grm4,grm2b,grm2a,grik1b,grik1a,zgc:113337,zgc:172122,sc:d189,si:ch211-214p13.3,si:ch211-222f23.6,si:ch211-141e20.2,si:ch73-22o12.1,pvrl2l,grik4","L-Aspartic acid,(2S)-2-aminobutanedioic acid,L-aspartic acid,(S)-2-Aminobutanedioic acid,(S)-2-Aminosuccinic acid,2-Aminosuccinic acid,Asp,ASPARTIC ACID,D,L-Asparaginsaeure,L-Asp,(S)-2-Aminobutanedioate,(S)-2-Aminosuccinate,2-Aminosuccinate,ASPARTate,L-Aspartate,(+)-Aspartate,(+)-Aspartic acid,(2S)-Aspartate,(2S)-Aspartic acid,(L)-Aspartate,(L)-Aspartic acid,(R)-2-Aminosuccinate,(S)-(+)-Aspartate,(S)-(+)-Aspartic acid,(S)-Amino-butanedioate,(S)-Amino-butanedioic acid,(S)-Aminobutanedioate,(S)-Aminobutanedioic acid,(S)-Aspartate,(S)-Aspartic acid,2-Amino-3-methylsuccinate,2-Amino-3-methylsuccinic acid,alpha-Aminosuccinate,alpha-Aminosuccinic acid,Aminosuccinate,Asparagate,Asparagic acid,Asparaginate,Asparaginic acid,Asparatate,H-Asp-OH,L-(+)-Aspartate,L-(+)-Aspartic acid,L-Aminosuccinate,L-Aminosuccinic acid,L-Asparagate,L-Asparagic acid,L-Asparaginate,L-Asparaginic acid,(+-)-Aspartic acid,(R,S)-Aspartic acid,Aspartate, disodium,Aspartate, magnesium,Aspartate, monopotassium,Aspartic acid, dipotassium salt,Aspartic acid, hydrobromide,Aspartic acid, monopotassium salt,Aspartic acid, monosodium salt,Aspartic acid, potassium salt,L Aspartate,MG5Longoral,Potassium aspartate,Polysuccinimide,Ammonium aspartate,Aspartate, ammonium,Aspartate, calcium,Aspartate, monosodium,Aspartic acid, calcium salt,Aspartic acid, disodium salt,Aspartic acid, magnesium (1:1) salt, hydrochloride, trihydrate,Dipotassium aspartate,Disodium aspartate,Hydrochloride, aspartate magnesium,Monopotassium aspartate,Sodium aspartate,Aspartate, dipotassium,Aspartic acid, magnesium (2:1) salt,Aspartic acid, sodium salt,Hydrobromide aspartic acid,Magnesium aspartate,MG 5 Longoral,Monosodium aspartate,Aspartate magnesium hydrochloride,Aspartate, potassium,Aspartate, sodium,Aspartic acid, ammonium salt,Aspartic acid, hydrochloride,Aspartic acid, magnesium-potassium (2:1:2) salt,Calcium aspartate,Hydrochloride aspartic acid,L Aspartic acid,Magnesiocard,MG-5-Longoral,Poly-DL-succinimide",NA,NA
